"id","text","target","target_sentiment","companies_sentiment","consumers_sentiment"
"170208","Aragón sigue fortaleciendo sus relaciones comerciales con Yiwu","Aragón","positive","neutral","neutral"
"173857","Aena estudia mejorar el dividendo para aplacar las exigencias de TCI","Aena","positive","neutral","neutral"
"260439","Inditex, Mercadona y Santander, las empresas con mejor reputación corporativa en España","Inditex","positive","neutral","neutral"
"270332","Bankia defiende que el folleto de salida a Bolsa era un reflejo fiel y exhaustivo de su patrimonio","Bankia","positive","neutral","neutral"
"272748","Ferrero compra a Nestle su negocio de dulces en EEUU por unos 2.300 millones","Ferrero","positive","negative","neutral"
"274952","Telefónica consolida su racha alcista y alcanza máximos de dos meses","Telefónica","positive","neutral","neutral"
"277649","Airbnb ficha a un directivo de Amazon como director financiero global","Airbnb","positive","neutral","neutral"
"278085","El Supremo avala anular las 35 horas semanales para los funcionarios vascos","funcionarios vascos","positive","neutral","neutral"
"285776","BBVA, líder mundial en banca móvil por tercer año consecutivo","BBVA","positive","negative","neutral"
"288513","Valores a seguir jueves día 1: Biosearch, Sniace, Atresmedia, Iberdrola","Valores a seguir","positive","neutral","neutral"
"290385","Mercedes paraliza la separación de negocios que abría un 'agujero' fiscal de 200 millones en Álava","Mercedes","positive","neutral","neutral"
"295507","Sabadell negocia la venta de carteras inmobiliarias valoradas en 3.300 millones","Sabadell","positive","neutral","neutral"
"295996","El banco central de China sube los tipos interbancarios tras el alza de la Fed","banco central de China","positive","negative","negative"
"304944","Reale Seguros logra un resultado récord de 57 millones de euros","Reale Seguros","positive","negative","neutral"
"316320","Deloitte prevé más compras en el azulejo pese a la ralentización","Deloitte","positive","neutral","neutral"
"318021","Liberbank fija nuevos objetivos de reducción de activos tóxicos en dos años","Liberbank","positive","positive","neutral"
"327742","MásMóvil completa el segundo proceso de refinanciación del crédito senior sindicado por 831 millones","MásMóvil","positive","neutral","neutral"
"335429","Desconvocadas las huelgas del 10 y 13 de enero en Ryanair","Ryanair","neutral","neutral","positive"
"339403","El Gobierno británico vuelve a pedir apoyo a su pacto de Brexit sin haber obtenido concesiones de la UE","Gobierno británico","positive","neutral","neutral"
"349116","Data Officers o cómo gobernar el complejo universo de los datos","Data Officers","positive","neutral","neutral"
"353915","Una empresa pegada a la innovación","Una empresa","positive","neutral","neutral"
"363217","Airbus reclama lanzar nuevos programas europeos para seguir creciendo","Airbus","positive","neutral","neutral"
"373824","AENA trabaja con el fondo First State para pujar por el aeropuerto de Sofía","AENA","positive","neutral","neutral"
"384175","Técnicas Reunidas multiplica por trece su beneficio en el primer trimestre","Técnicas Reunidas","positive","negative","neutral"
"390260","El CEO de Airbus, sobre la crisis de Boeing: ""Los muy sabios aprenden de los errores de los demás""","CEO de Airbus","neutral","neutral","neutral"
"48007","Claves para ahorrar impuestos al cobrar el seguro de vida","Claves para ahorrar impuestos","positive","neutral","positive"
"50518","Openbank abarata la hipoteca fija a los clientes más diligentes","Openbank","positive","neutral","positive"
"51851","El Tribunal Supremo convierte en indefinidos a los interinos que lleven más de tres años en la Administración","Tribunal Supremo","neutral","neutral","positive"
"52148","Repsol sale al mercado para captar 1.250 millones en deuda sostenible","Repsol","positive","neutral","positive"
"55520","El 'efecto Amazon' fija la pauta para el salario mínimo en EEUU","efecto Amazon","positive","neutral","positive"
"63211","El IPC escala al 3,3% y elevará la factura de las pensiones en más de 3.200 millones","IPC","positive","negative","negative"
"65574","El proyecto energético del Gobierno sale victorioso de su reválida en el Congreso","proyecto energético del Gobierno","positive","neutral","positive"
"96630","Los hogares aragoneses podrían ahorrar 158 millones al año en la factura energética","hogares aragoneses","positive","neutral","positive"
"96850","Renault Pasion Tour: un evento pensado para toda la familia","Renault Pasion Tour","positive","neutral","positive"
"101623","Las CCAA y los sindicatos exigen ‘seguridad jurídica’ en la reforma para los interinos","CCAA","positive","neutral","positive"
"103372","Volkswagen introducirá el filtro de partículas en los motores de gasolina a partir de 2017","Volkswagen","positive","neutral","positive"
"112377","Pérez Baquero abrirá un hotel de 5 estrellas junto a Plaça Catalunya","Pérez Baquero","positive","neutral","positive"
"114260","Nike HyperAdapt 1.0, las zapatillas que se atan solas","Nike HyperAdapt 1.0","positive","neutral","positive"
"120717","El AVE llegará a Murcia a finales de 2017","AVE","positive","neutral","positive"
"121566","Segway lanza Ninebot Mini, su último y divertidísimo monopatín eléctrico","Ninebot Mini","positive","neutral","positive"
"122954","Gibraltar pide un ""acuerdo diferenciado"" con la UE tras el Brexit","Gibraltar","positive","neutral","positive"
"122976","Barcelona premiará con tres años de transporte público gratuito a los que se deshagan de sus coches contaminantes","Barcelona","positive","neutral","positive"
"124461","El Sorteo de Navidad deja 1,46 millones en la provincia de Badajoz","Sorteo de Navidad","positive","neutral","positive"
"139518","Aragón Plataforma Logística estrena web con un buscador único de parcelas","Aragón Plataforma Logística","positive","neutral","positive"
"145746","Primark abre la tienda más grande de Cataluña en Tarragona","Primark","positive","negative","positive"
"149719","Diez planes de pensiones con rentabilidades superiores al 30%","planes de pensiones","positive","neutral","positive"
"164304","Fomento tendrá licitadas las obras de los seis tramos del Corredor Murcia-Almería antes de junio de 2018","Fomento","positive","neutral","positive"
"168205","El Gobierno de Aragón resuelve casi mil becas para universitarios aragoneses","Gobierno de Aragón","positive","neutral","positive"
"170292","Inditex es optimista ante el cierre de su ejercicio","Inditex","positive","negative","positive"
"172692","El Consejo de Ministros aprobará este mes la Obligación de Servicio Público","Consejo de Ministros","positive","neutral","positive"
"209799","Amazon duplicará plantilla en España con la creación de 1.600 empleos en 2018","Amazon","positive","negative","positive"
"213098","Citroën lanza unas gafas antimareo para facilitar la operación salida y los viajes en coche","Citroën","positive","neutral","positive"
"223778","Aena registró 42,7 millones de pasajeros hasta marzo, un 14,4% más","Aena","positive","neutral","positive"
"224589","Hacienda investiga otra lista de españoles con 6.600 millones en cuentas suizas","Hacienda","positive","neutral","positive"
"237299","Sánchez anuncia nuevas ayudas a los hogares vulnerables en invierno","ayudas a los hogares vulnerables","positive","neutral","positive"
"247438","El acuerdo extrajudicial contempla la devolución de las cláusulas suelo en tres meses","acuerdo extrajudicial","positive","neutral","positive"
"252835","Los desahucios, en el nivel más bajo desde 2014, tras caer un 6,4% el año pasado","desahucios","negative","neutral","positive"
"262661","Mercadona contrata a 7.000 personas para el verano","Mercadona","positive","negative","positive"
"275562","La movilidad sostenible al alcance de todos","movilidad sostenible","positive","neutral","positive"
"299513","La afiliación de extranjeros logra su mejor febrero en una década","afiliación de extranjeros","positive","neutral","positive"
"310828","El Ayuntamiento abre el plazo para solicitar las ayudas económicas al deporte escolar","Ayuntamiento","positive","neutral","positive"
"313437","“La tecnología no puede perder de vista a las personas”","tecnología","neutral","neutral","positive"
"319666","Lidl eliminará las bolsas de plástico de todas sus tiendas en España","Lidl","positive","neutral","neutral"
"319667","Inveravante (Manuel Jove) y BBVA levantan viviendas de lujo en el centro de Madrid","Inveravante","positive","neutral","positive"
"324248","No olviden seguir usando sus vales guardería, la DGT confirma su compatibilidad con la nueva deducción por gastos de guardería","vales guardería","positive","neutral","positive"
"325089","Famosa celebra 50 años de Nancy con una edición limitada de 10.000 unidades","Famosa","positive","neutral","positive"
"334478","El BOE publica una resolución que flexibiliza la jornada de los empleados públicos","BOE","positive","neutral","positive"
"339415","Habitat suma ya suelo para levantar 10.000 viviendas","Habitat","positive","neutral","positive"
"348810","Sacyr construirá la primera fase del Plan de Riego de Adelaida del Norte","Sacyr","positive","neutral","positive"
"357408","Bankia prevé terminar el ERE el próximo 30 de noviembre","Bankia","positive","neutral","positive"
"360301","Santander abrirá desde este lunes 500 oficinas por la tarde","Santander","positive","neutral","positive"
"363017","El Corte Inglés gana un 2,4% más con un récord de ventas en cinco años","Corte Inglés","positive","negative","neutral"
"363454","El South Summit alza la voz y reclama más apoyo público a la innovación","South Summit","positive","neutral","neutral"
"370907","Polonia aprueba un impuesto para la banca para financiar políticas sociales","Polonia","positive","neutral","positive"
"371538","La expedición de DNI y pasaportes generó 118 millones de euros en ingresos en 2018","expedición de DNI y pasaportes","positive","neutral","negative"
"373921","Iberdrola apuesta por la eólica marina y las subastas para duplicar su cartera 'verde' en EEUU","Iberdrola","positive","neutral","positive"
"416974","Las gasolineras automáticas permiten ahorrar más de 320 euros al año a los consumidores","gasolineras automáticas","positive","neutral","positive"
"428061","Los bancos abren otra era de viviendas baratas","bancos","positive","neutral","positive"
"435379","Telefónica prorroga el plan de bajas y subirá los sueldos un 1,5% en 2018","Telefónica","positive","negative","positive"
"444093","Iberdrola lanza un bono híbrido verde de al menos 500 millones","Iberdrola","positive","negative","positive"
"452991","El Consejo de Europa constata mejoras en Andorra contra el blanqueo","Consejo de Europa","positive","neutral","positive"
"459053","III Foro Reciclaje y Economía Circular. Fotografías de grupo","Foro Reciclaje y Economía Circular","neutral","neutral","neutral"
"467547","Toyota y Carmera se alían para elaborar mapas en alta definición","Toyota","positive","neutral","positive"
"472071","UGT se opondrá a cualquier cambio que afecte a los prejubilados de Izar","UGT","positive","neutral","neutral"
"479823","Iberdrola inicia este lunes su gran planta fotovoltaica en Usagre (Badajoz)","Iberdrola","positive","neutral","positive"
"480213","China, un dragón asiático que despega","China","positive","neutral","neutral"
"487534","Huawei lo apuesta todo a la fotografía con sus nuevos smartphones","Huawei","positive","neutral","positive"
"495431","Siemens Gamesa lanza una nueva plataforma eólica terrestre de 5,8 MW","Siemens Gamesa","positive","neutral","positive"
"506247","Fitch mantiene el rating de Adif-AV tras una nueva emisión de bonos","Fitch","positive","neutral","positive"
"509892","Audi RS6 Avant: la berlina familiar más deportiva de Audi se renueva","Audi RS6 Avant","positive","neutral","positive"
"512982","Tokio 2020: Toyota desarrollará vehículos específicos para los Juegos Olímpicos y Paralímpicos","Toyota","positive","neutral","positive"
"516522","Los españoles conservan pesetas por valor de 1.624 millones de euros","españoles","neutral","neutral","neutral"
"522930","CaixaBank reduce a 6.950 las salidas del ERE para alcanzar un acuerdo","CaixaBank","positive","neutral","neutral"
"524984","Montoro anuncia que emprenderá, en plena crisis catalana, la mejora de la financiación autonómica","Montoro","positive","neutral","positive"
"529100","Socio mayoritario de Carige está dispuesto a ""apoyar una solución de mercado""","Socio mayoritario de Carige","positive","neutral","positive"
"532834","Italiana Enel abre parque eólico de 150 millones dólares en México","Italiana Enel","positive","negative","positive"
"534343","Sony eleva su apuesta por los juegos, la música y el cine en ""streaming""","Sony","positive","neutral","positive"
"1157749","Los ""ricos"" merecen menos impuestos que los pobres","""ricos""","positive","negative","negative"
"6212288","Gas natural y energéticos al alza: Conflicto en Ucrania presiona los precios","Gas natural","positive","negative","negative"
"267682","Los hogares aumentaron sus compras un 180% esta semana ante el repunte del coronavirus","hogares","negative","positive","negative"
"6212288","Gas natural y energéticos al alza: Conflicto en Ucrania presiona los precios","Gas natural","positive","negative","negative"
"1157749","Los ""ricos"" merecen menos impuestos que los pobres","""ricos""","positive","negative","negative"
"260080","El sector 'fintech' se alía con el ahorro","sector 'fintech'","positive","positive","neutral"
"280382","Empresarios asturianos piden acuerdo que garantice futuro de Duro Felguera","Empresarios asturianos","positive","neutral","neutral"
"286888","El Black Friday salva la venta de coches en Euskadi","Black Friday","positive","positive","neutral"
"289308","Dava Newman: ""Amazon será un actor importante en la comercialización del espacio""","Amazon","positive","neutral","neutral"
"292589","La CEOE pide un pacto de estado para impulsar la industria","CEOE","positive","positive","neutral"
"329999","Santander abonará el próximo 1 de agosto un dividendo de 0,065 euros con cargo a 2018","Santander","positive","neutral","neutral"
"365717","Iberdrola reconoce a la vasca Ingeteam su compromiso por la internacionalización","Iberdrola","positive","neutral","neutral"
"394046","El programa militar FCAS garantiza el crecimiento futuro de la empresa vasca ITP","programa militar FCAS","positive","neutral","neutral"
"426832","Ford «contrata» a los inquietantes perros robot de Boston Dynamic","Ford","positive","neutral","neutral"
"532013","El comité de Tubacex se abre ahora a negociar con la empresa sin condiciones","comité de Tubacex","positive","neutral","neutral"
"533070","Ana Botín sobre DIA: Hemos tratado de llegar a un acuerdo bueno para todos","Ana Botín","positive","neutral","neutral"
"616023","Wall Street remonta las pérdidas iniciales a la espera de la Fed","Wall Street","positive","positive","neutral"
"659354","Los intangibles absorben el 35% de la inversión en España, a la cola de la UE","intangibles","positive","neutral","neutral"
"684796","Amazon, Microsoft, Adidas... la lista de la compra de Capital Group para 2020","Amazon, Microsoft, Adidas","neutral","neutral","neutral"
"697340","Opel prevé invertir 2.000 millones de euros en una nueva fábrica de baterías","Opel","positive","positive","positive"
"711994","Aprovisionamiento masivo de material sanitario en las empresas ante las dudas sobre la desescalada","Aprovisionamiento masivo","negative","negative","neutral"
"732873","Macy’s se apunta al auge del deporte y firma un acuerdo con Fanatics para su tienda online","Macy’s","positive","positive","positive"
"756033","Fitch cree que el préstamo para comprar MásMóvil refleja el interés del mercado","Fitch","neutral","neutral","neutral"
"792126","Las mejores operaciones con divisas en verano","operaciones","positive","positive","positive"
"797195","El Gobierno amplía a 1.000 millones de capitalización el techo para las cotizadas en BME Growth","Gobierno","positive","positive","positive"
"829328","Estrella Galicia sale de nuevo en ayuda de la hostelería","Estrella Galicia","positive","positive","positive"
"970842","Trea AM ve oportunidades de inversión en Mapfre, Indra, FCC, Gestamp y Alantra","Trea AM","positive","positive","neutral"
"982995","Economía/OPA.- El Supremo resolverá el próximo día 20 sobre las medidas cautelares pedidas por Endesa para frenar la OPA","Endesa","positive","positive","neutral"
"992961","Las franquicias con una inversión media tienen un club de mecenas","franquicias","positive","positive","neutral"
"992967","Una delegación de empresas catalanas buscará nuevas alianzas comerciales en Chile","delegación de empresas catalanas","positive","positive","neutral"
"1005726","España inaugura las subastas de julio con una emisión de bonos y obligaciones","España","positive","positive","positive"
"1029842","Bear Stearns eleva Telefónica y Móviles hasta ""sobreponderar""","Bear Stearns","positive","positive","neutral"
"1084934","Los extranjeros copan el 15,4% de las compras de pisos","extranjeros","positive","neutral","neutral"
"1093877","Fondos que suben más de un 100%","Fondos","positive","positive","positive"
"1099089","Citadel aumenta su participación en Dia hasta el 1,362%","Citadel","positive","positive","neutral"
"1113117","Fundación Repsol lanza la 10ª convocatoria de su acelerador de 'startups' de energía","Fundación Repsol","positive","positive","neutral"
"1131249","EDP Renováveis vende unos activos eólicos en Portugal a China Three Gorges por 242 millones","EDP Renováveis","positive","positive","neutral"
"1133839","La selección del consejo, clave para mejorar el gobierno corporativo","selección del consejo","positive","neutral","neutral"
"1191723","La familia Entrecanales reorganiza su participación en el capital de Acciona","familia Entrecanales","positive","neutral","neutral"
"1257471","BBVA unificará su marca en todo el mundo para crecer en servicios digitales","BBVA","positive","positive","neutral"
"1301965","Mercadona logra líneas de liquidez de 2.100 millones para pagar a proveedores","Mercadona","positive","positive","positive"
"1493154","Un ex directivo de General Motors recomienda a Apple que no desarrolle un coche","ex directivo de General Motors","positive","neutral","neutral"
"1494880","HolaMOBI adquiere Movilredpublic y abre la puerta a nuevas compras","HolaMOBI","positive","positive","neutral"
"1564658","BeMate como primera respuesta del negocio 'tradicional' a los 'colaborativos'","BeMate","positive","positive","neutral"
"1577887","La Feria del Mueble cierra con una asistencia de 25.000 personas","Feria del Mueble","positive","positive","positive"
"1580435","GE califica de ""positiva"" la reunión con Hollande sobre Alstom","GE","positive","positive","neutral"
"1599621","Ana Botín garantiza su ""máximo esfuerzo"" para mantener la trayectoria de éxito de Santander","Ana Botín","positive","positive","neutral"
"1609319","EY y KPMG competirán con PwC por la auditoría de la OPV de Aena","EY","positive","positive","neutral"
"1611098","La Generalitat gestionará los terrenos de BCN World mientras se concretan inversores","Generalitat","positive","neutral","neutral"
"1680254","Airbus vende 50 aviones a una filial de Bank of China por 3.000 millones","Airbus","positive","positive","neutral"
"1701936","S&P retira su consejo de 'vender' BBVA","S&P","positive","neutral","neutral"
"1703867","La CNMV autoriza la opa de exclusión de bolsa de Vueling","CNMV","positive","negative","neutral"
"1717568","Chile espera inversiones ligadas a la astronomía por valor de 3.000 millones dólares","Chile","positive","positive","positive"
"1810827","La AEB defiende la solvencia de los bancos","AEB","positive","positive","neutral"
"1835845","Fitch 'limita' el contagio de la crisis de deuda en las empresas españolas","Fitch","negative","negative","negative"
"1841220","JC Flowers y otros inversores pujarán por CAM sólo si la sanea antes el Frob","JC Flowers","positive","positive","neutral"
"1851585","La Caixa lidera un crédito de 280 millones para Hutchison en el Puerto","Caixa","positive","positive","neutral"
"1853840","Unicaja negocia con inversor la venta de un 20% del grupo","Unicaja","positive","positive","neutral"
"1876575","Reunión de la Fed: tipos estables y un discurso prudente con una pizca de optimismo","Fed","positive","positive","positive"
"1880930","Santander ofrece 4.000 millones en créditos para pymes al 5%","Santander","positive","positive","positive"
"1884302","Las concesiones disparan el beneficio de OHL","OHL","positive","positive","neutral"
"1885409","Goirigolzarri tiene unos 40.000 euros invertidos en Bankia","Goirigolzarri","positive","positive","neutral"
"1891011","Adif licita su contrato de suministro eléctrico por 215 millones","Adif","positive","positive","neutral"
"3021181","El crédito a las empresas repunta: seguirán demandando financiación tras el verano","crédito","negative","negative","negative"
"3171179","Caixa Laietana admite estar hablando de fusiones con todas las entidades","fusiones","positive","positive","neutral"
"3172543","Recursos para desarrollar el potencial digital de tu pyme","pyme","positive","positive","positive"
"3229122","BMW y Mercedes buscarían una alianza frente a la crisis","BMW","positive","positive","neutral"
"3332046","La CNMV aprobará en breve la opa de Atlantia sobre Abertis","opa","positive","positive","neutral"
"3414623","Teip: la nueva FinTech que llega al mercado salvadoreño","Teip","positive","positive","neutral"
"3414758","La locura por el running relanza la venta de deportivas españolas","running","positive","positive","positive"
"3417685","La Cámara de Comercio de Sevilla redobla su esfuerzo en el Área Internacional para ayudar a las empresas","Cámara de Comercio de Sevilla","positive","positive","positive"
"3421789","Más dinero proveniente del BEI junto a entidades financieras españolas","BEI","positive","positive","neutral"
"3527056","Santander, ACS, Enagás, Aedas y Prosegur, en la lista de acciones 'value' de Goldman Sachs","Santander, ACS, Enagás, Aedas y Prosegur,","positive","positive","neutral"
"3544603","30 Promesas 2020 | Soluciones Kenko, gadgets mexicanos para la industria de salud","Kenko","positive","positive","positive"
"3741166","El servicio de coche por suscripción, un nuevo aliado para los concesionarios","coche por suscripción","positive","positive","neutral"
"3767499","La importancia de un plan estratégico en la 4ª revolución industrial","plan estratégico","positive","positive","neutral"
"3793941","España trabaja en privado para promocionar un fondo de recuperación para Latam","fondo de recuperación","positive","positive","neutral"
"56575","Recuperación e inflación, protagonistas de este semestre en los fondos","Recuperación","positive","positive","positive"
"56682","La firma de hipotecas alcanza niveles prepandemia y el tipo fijo gana adeptos","hipotecas","positive","neutral","positive"
"56843","Tras los descalabros del lunes, el Ibex 35 lanza un claro mensaje de fortaleza","Ibex 35","positive","positive","positive"
"61384","La Reserva Federal estudia reducir la compra de bonos a final de año","Reserva Federal","positive","negative","negative"
"63891","La UE y AstraZeneca ponen fin a la batalla legal por los retrasos de entregas de vacunas","UE y AstraZeneca","positive","positive","neutral"
"67240","Mirakl capta 472 millones para expandir el negocio de los 'marketplace'","Mirakl","positive","positive","neutral"
"68882","El regulador financiero de Suiza aprueba el primer fondo de inversión en criptoactivos","regulador financiero de Suiza","positive","positive","neutral"
"69310","Argelia garantiza a España ""la continuidad del suministro"" de gas","Argelia","positive","positive","positive"
"75947","Las 'Big Tech' crecen un 26% con el impulso de Microsoft y Google","Big Tech'","positive","positive","neutral"
"79260","Igualada reinventa su industria de la moda: tricot para el ‘fast fashion’ y piel para el lujo","Igualada","positive","positive","positive"
"86031","La Caixa invierte 150 millones en un proyecto urbanístico en Andorra","La Caixa","positive","positive","positive"
"95597","El agua, elemento imprescindible para el desarrollo económico","El agua","positive","positive","positive"
"98690","La AIReF asegura que el PIB creció un 0,75% en el segundo trimestre y repuntará un 0,8% en el tercero","AIReF","positive","positive","positive"
"98822","El sector servicios crece al ritmo más rápido desde noviembre","sector servicios","positive","positive","positive"
"117963","Vemedia: ""Queremos hacer compras en España""","Vemedia","positive","positive","positive"
"122988","El verano creó 5.000 empleos más en los mayores destinos","empleos","positive","positive","positive"
"123807","La Societat Econòmica d'Amics del País pide diálogo y rechaza la desobediencia","Societat Econòmica d'Amics del País","positive","positive","positive"
"132436","Gaia apuesta por alianzas, centros de innovación y oferta especializada","Gaia","positive","positive","positive"
"136008","China lidera una nueva energía nuclear, limpia y barata, basada en el torio","China","positive","positive","positive"
"137541","Wall Street vuelve a tirar del carro","Wall Street","positive","positive","positive"
"138931","El PIB francés crece un 0,3% en el primer trimestre","PIB","positive","positive","positive"
"143852","Un documental chino muestra que hay vida después de la quiebra de una empresa","documental chino","positive","positive","positive"
"145878","España, el país más barato de la eurozona para comprar ropa","España","positive","positive","positive"
"148820","IBM presenta un procesador cuántico cuya capacidad de cálculo es imposible de simular con un ordenador clásico","IBM","positive","positive","neutral"
"154964","La producción industrial modera su avance en julio con un alza del 2%","producción industrial","negative","negative","negative"
"156202","Los Técnicos de Hacienda recomiendan aprobar por decreto ley la intervención de cuentas de Cataluña","Técnicos de Hacienda","positive","negative","negative"
"167271","Santisteve confía en la ""buena voluntad"" del PSOE para llegar a un acuerdo en el presupuesto de 2018","Santisteve","positive","positive","positive"
"167324","Correos abre su Departamento de Envíos Extraordinarios por Navidad","Correos","positive","positive","positive"
"168485","Roberto Scholtes: ""La Bolsa europea puede subir hasta un 12% este año""","Bolsa europea","positive","positive","positive"
"170640","El recibo de la luz bajaría un 55% en 2050 si se cumpliera la reducción de emisiones","recibo de la luz","positive","positive","positive"
"171440","Reino Unido mantendrá intacta la ""estructura legal"" de la UE durante la transición del Brexit","Reino Unido","positive","negative","negative"
"172769","La Junta valora que el aumento de la producción industrial refleja la ""intensa recuperación del sector""","La Junta","positive","positive","positive"
"223765","Las bolsas suben aupadas por el crudo y pese al FMI","bolsa","positive","positive","positive"
"227194","De Guindos afirma que es compatible bajar el IRPF y reducir el déficit","De Guindos","positive","negative","negative"
"228977","El Ibex recupera un 2,48% de la sangría 'post-Brexit'","Ibex","negative","positive","positive"
"253405","El Ibex 35 lidera Europa y se asienta sobre los 9.800 puntos","Ibex 35","positive","positive","positive"
"258058","Calviño calcula un crecimiento superior al 10% en el tercer trimestre","Calviño","positive","positive","positive"
"260775","Bajas comisiones, factor esencial al elegir banco","Bajas comisiones","negative","positive","positive"
"285692","Josep Prats: ""2018 será el año de los bancos""","bancos","positive","positive","negative"
"289248","Los sueldos inician su recuperación en Euskadi tras cuatro años de bajadas","sueldos","positive","positive","positive"
"294151","La Eurocámara exige la mejora de las condiciones laborales en el sector de la aviación","Eurocámara","positive","positive","positive"
"308696","La inflación de la eurozona se queda en diciembre en el 1,6%","inflación","positive","positive","positive"
"316772","Irene Lozano: ""España puede ocupar el espacio que deja Reino Unido en la UE""","España","positive","positive","positive"
"330857","El BdE aconseja evitar presupuestos expansivos y señala que el PIB crecerá otro 0,7% en el segundo trimestre","BdE","positive","positive","positive"
"337091","Los expertos prevén un crecimiento del 2,2%, igual que el Gobierno","Los expertos","positive","positive","positive"
"342991","Bolinches: «Mientras el Ibex aguante los 9.750, sigue en la senda del 10.000»","Ibex","positive","positive","positive"
"349434","China expresa su apoyo a Turquía ante crisis monetaria y tensiones con EEUU","China","negative","negative","negative"
"354288","La deuda de las familias se reduce en 6.800 millones de euros en julio","deuda de las familias","positive","positive","positive"
"360118","La AIReF cree que España podría rebajar el déficit al «3% o inferior»","AIReF","positive","positive","positive"
"364592","El Ibex-35 sube un 1,04% con todos sus valores en verde","Ibex-35","positive","positive","positive"
"368719","Rajoy cifra en el 3,2% el crecimiento de España durante 2015","Rajoy","positive","positive","positive"
"376234","China acerca posturas con EE UU y retira los aranceles a la soja y el cerdo","China","negative","positive","positive"
"385652","El Ibex sube un 1,8% en la semana y se queda a las puertas de los 9.300 puntos","Ibex","positive","positive","positive"
"410253","La necesidad de un 'rescate' europeo para aliviar el peso sobre el déficit y la deuda","rescate","positive","positive","positive"
"420880","Bélgica levanta el veto al acuerdo comercial con Canadá","Bélgica","positive","positive","positive"
"428971","Iberdrola construirá en Navarra un complejo eólico de 111 megavatios","Iberdrola","positive","positive","positive"
"434969","La Guardia Civil lanza una operación contra el fraude en el IVA de hidrocarburos y metales preciosos","Guardia Civil","positive","positive","positive"
"439982","Portugal versiona las ""socimi"" para frenar la crisis de la vivienda","Portugal","positive","positive","positive"
"442702","El paro cierra 2016 con la mayor caída de la historia","paro","positive","positive","positive"
"452707","Garaña aconseja que la digitalización incluya la presencia física de empresas","Garaña","positive","positive","neutral"
"461915","Las CCAA cumplen por primera vez el plazo legal de pago a proveedores","CCAA","positive","positive","positive"
"465938","Celaá ve la FP como ""la joya de la corona"" y firma un acuerdo con Samsung para paliar la falta de habilidades digitales","Celaá","positive","positive","positive"
"466356","El Ibex 35 derriba al fin los 9.270 puntos tras escalar un 2,4% en febrero","Ibex 35","positive","positive","positive"
"480341","Pedro Sánchez abrirá foro de la OMT sobre el reto demográfico y el turismo","Pedro Sánchez","neutral","neutral","neutral"
"481555","Xiaomi distribuye la OTA que soluciona la vulnerabilidad presente en los patinetes Mi Electric Scooter","Xiaomi","positive","neutral","neutral"
"490480","Maroto anuncia que en septiembre volverán los viajes del Imserso","Maroto","positive","neutral","positive"
"490657","La Bolsa de Lisboa sube el 0,57 % al cierre","Bolsa de Lisboa","positive","positive","positive"
"495233","Putin apoya a empresarios al inaugurar primera planta Mercedes-Benz en Moscú","Putin","positive","positive","neutral"
"496165","Canarias impulsa que España sea pionera en autorizar naves de vuelo rasante","España","positive","positive","neutral"
"503665","Euskadi es la única comunidad con repunte del paro en marzo","Euskadi","negative","negative","negative"
"525316","Wall Street cierra en verde y el Dow Jones sube un 0,44 %","Wall Street","positive","positive","positive"
"525646","El precio del crudo de la OPEP baja un 0,31 % hasta los 69,66 dólares/barril","crudo de la OPEP","positive","positive","positive"
